name,light_years_from_earth,plante_mass,stellar_magnitude,decovery_date 
HATS-2 b,1115,1.345 Jupiters,13.565,2013
HAT-P-6 b,898,1.32 Jupiters,10.469,2007
Kepler-854 b,4557,132 Jupiters,13.417,2016
HATS-17 b,1306,1.338 Jupiters,12.402,2016
OGLE-2016-BLG-1190L b,22084,13.38 Jupiters,,2017
NGTS-6 b,1006,1.339 Jupiters,14.237,2019
Kepler-146 b,2338,13.3 Earths,13.921,2014
LSPM J2116+0234 b,58,13.3 Earths,11.961,2019
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HATS-2 b,1115,1.345 Jupiters,13.565,2013
HAT-P-6 b,898,1.32 Jupiters,10.469,2007
Kepler-854 b,4557,132 Jupiters,13.417,2016
HATS-17 b,1306,1.338 Jupiters,12.402,2016
OGLE-2016-BLG-1190L b,22084,13.38 Jupiters,,2017
NGTS-6 b,1006,1.339 Jupiters,14.237,2019
Kepler-146 b,2338,13.3 Earths,13.921,2014
LSPM J2116+0234 b,58,13.3 Earths,11.961,2019
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HATS-2 b,1115,1.345 Jupiters,13.565,2013
HAT-P-6 b,898,1.32 Jupiters,10.469,2007
Kepler-854 b,4557,132 Jupiters,13.417,2016
HATS-17 b,1306,1.338 Jupiters,12.402,2016
OGLE-2016-BLG-1190L b,22084,13.38 Jupiters,,2017
NGTS-6 b,1006,1.339 Jupiters,14.237,2019
Kepler-146 b,2338,13.3 Earths,13.921,2014
LSPM J2116+0234 b,58,13.3 Earths,11.961,2019
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HATS-2 b,1115,1.345 Jupiters,13.565,2013
K2-190 c,524,1.34 Earths,11.138,2018
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-937 b,5126,13.4 Earths,15.405,2016
Kepler-627 b,3211,13.4 Earths,14.181,2016
K2-357 b,1689,13.4 Earths,13.748,2021
HAT-P-23 b,1190,1.34 Jupiters,11.937,2010
WASP-91 b,489,1.34 Jupiters,11.98,2017
HD 79498 b,160,1.34 Jupiters,8.05,2011
Kepler-871 b,6446,13.5 Earths,15.882,2016
Kepler-873 b,3856,13.5 Earths,15.052,2016
Kepler-715 b,4330,13.5 Earths,15.204,2016
Kepler-238 f,5868,13.5 Earths,15.297,2013
TOI-1266 b,117,13.5 Earths,12.941,2020
HAT-P-50 b,1681,1.35 Jupiters,11.703,2015
AB Pictoris b,163,13.5 Jupiters,9.13,2005
HD 26161 b,133,13.5 Jupiters,6.89333,2021
Kepler-840 b,3661,135 Jupiters,14.35,2016
Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
HD 141004 b,39,13.63484 Earths,4.4154,2021
GJ 720 A b,51,13.64 Earths,9.84,2021
HD 22781 b,106,13.65 Jupiters,8.78,2011
Kepler-160 c,3057,13.6 Earths,14.816,2014
TOI-125 d,362,13.6 Earths,11.023,2020
AU Microscopii c,32,13.6 Earths,8.81,2021
Kepler-28 c,1430,1.36 Jupiters,15.13,2011
WASP-97 b,493,1.36 Jupiters,10.57,2014
BD+45 564 b,175,1.36 Jupiters,9.67,2021
TRAPPIST-1 b,41,1.374 Earths,17.02,2016
Kepler-59 b,3794,1.37 Earths,14.467,2012
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1427 b,3980,1.37 Earths,15.601,2016
K2-91 b,204,1.37 Earths,15.622,2016
Kepler-374 c,4128,1.37 Earths,14.701,2014
Kepler-392 c,2223,1.37 Earths,13.528,2014
K2-239 b,101,1.37 Earths,14.632,2018
K2-239 d,101,1.37 Earths,14.632,2018
GJ 1061 b,12,1.37 Earths,12.7,2020
Kepler-315 b,3786,13.7 Earths,15.546,2014
K2-276 b,1592,13.7 Earths,14.654,2018
Kepler-447 b,874,1.37 Jupiters,12.52,2015
HD 19994 b,73,1.37 Jupiters,5.06345,2003
HD 2952 b,359,1.37 Jupiters,5.9258,2013
HD 205739 b,302,1.37 Jupiters,8.56,2008
XO-2 S c,494,1.37 Jupiters,11.196,2014
30 Arietis B b,146,13.82 Jupiters,7.09209,2009
HD 33142 b,396,1.385 Jupiters,7.96,2011
Kepler-920 c,3267,13.8 Earths,15.492,2016
Kepler-803 b,2087,13.8 Earths,13.856,2016
TOI-220 b,296,13.8 Earths,10.466,2021
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HD 19994 b,73,1.37 Jupiters,5.06345,2003
HD 2952 b,359,1.37 Jupiters,5.9258,2013
HD 205739 b,302,1.37 Jupiters,8.56,2008
XO-2 S c,494,1.37 Jupiters,11.196,2014
30 Arietis B b,146,13.82 Jupiters,7.09209,2009
HD 33142 b,396,1.385 Jupiters,7.96,2011
Kepler-920 c,3267,13.8 Earths,15.492,2016
Kepler-803 b,2087,13.8 Earths,13.856,2016
TOI-220 b,296,13.8 Earths,10.466,2021
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HD 19994 b,73,1.37 Jupiters,5.06345,2003
HD 2952 b,359,1.37 Jupiters,5.9258,2013
HD 205739 b,302,1.37 Jupiters,8.56,2008
XO-2 S c,494,1.37 Jupiters,11.196,2014
30 Arietis B b,146,13.82 Jupiters,7.09209,2009
HD 33142 b,396,1.385 Jupiters,7.96,2011
Kepler-920 c,3267,13.8 Earths,15.492,2016
Kepler-803 b,2087,13.8 Earths,13.856,2016
TOI-220 b,296,13.8 Earths,10.466,2021
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HD 19994 b,73,1.37 Jupiters,5.06345,2003
HD 2952 b,359,1.37 Jupiters,5.9258,2013
HD 205739 b,302,1.37 Jupiters,8.56,2008
XO-2 S c,494,1.37 Jupiters,11.196,2014
30 Arietis B b,146,13.82 Jupiters,7.09209,2009
HD 33142 b,396,1.385 Jupiters,7.96,2011
Kepler-920 c,3267,13.8 Earths,15.492,2016
Kepler-803 b,2087,13.8 Earths,13.856,2016
TOI-220 b,296,13.8 Earths,10.466,2021
HIP 67851 b,209,1.38 Jupiters,6.17,2015
Kepler-1084 b,1323,1.41 Earths,12.015,2016
Kepler-929 b,4277,1.41 Earths,14.738,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-746 b,1468,1.41 Earths,13.785,2016
Kepler-431 d,1587,1.41 Earths,12.139,2015
Kepler-446 c,314,1.41 Earths,17.5041,2015
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
Kepler-1084 b,1323,1.41 Earths,12.015,2016
Kepler-929 b,4277,1.41 Earths,14.738,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-746 b,1468,1.41 Earths,13.785,2016
Kepler-431 d,1587,1.41 Earths,12.139,2015
Kepler-446 c,314,1.41 Earths,17.5041,2015
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
Kepler-1084 b,1323,1.41 Earths,12.015,2016
Kepler-929 b,4277,1.41 Earths,14.738,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-746 b,1468,1.41 Earths,13.785,2016
Kepler-431 d,1587,1.41 Earths,12.139,2015
Kepler-446 c,314,1.41 Earths,17.5041,2015
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
Kepler-1084 b,1323,1.41 Earths,12.015,2016
Kepler-929 b,4277,1.41 Earths,14.738,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-746 b,1468,1.41 Earths,13.785,2016
Kepler-431 d,1587,1.41 Earths,12.139,2015
Kepler-446 c,314,1.41 Earths,17.5041,2015
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
Kepler-1084 b,1323,1.41 Earths,12.015,2016
Kepler-929 b,4277,1.41 Earths,14.738,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-746 b,1468,1.41 Earths,13.785,2016
Kepler-431 d,1587,1.41 Earths,12.139,2015
Kepler-446 c,314,1.41 Earths,17.5041,2015
Kepler-327 b,789,1.41 Earths,15.611,2014
Kepler-333 c,1058,1.41 Earths,15.052,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
OGLE-2005-BLG-169L b,13374,14.1 Earths,22.783,2006
HAT-P-57 b,913,1.41 Jupiters,10.639,2015
HAT-P-13 c,805,14.28 Jupiters,10.421,2009
Kepler-1692 b,1928,1.42 Earths,14.674,2020
Kepler-229 d,2695,14.2 Earths,16.22,2014
XO-4 b,889,1.42 Jupiters,10.814,2008
K2-260 b,2165,1.42 Jupiters,12.624,2018
HD 108874 b,194,1.42 Jupiters,8.76,2002
HIP 5158 b,168,1.42 Jupiters,10.16,2009
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 8673 b,124,14.2 Jupiters,6.331,2009
OGLE-2019-BLG-0954L b,11841,14.2 Jupiters,,2021
HD 51608 c,114,14.31 Earths,8.17,2019
OGLE-2016-BLG-1195L b,12754,1.43 Earths,,2017
Kepler-20 f,922,14.3 Earths,12.61,2011
Kepler-368 c,2515,14.3 Earths,12.946,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
K2-266 e,253,14.3 Earths,11.625,2018
HD 20003 c,136,14.44 Earths,8.39,2019
HW Virginis b,560,14.48228 Jupiters,10.5,2012
Kepler-266 c,4472,14.4 Earths,15.787,2014
HD 42618 b,79,14.4 Earths,6.87,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
WASP-95 b,449,1.44 Jupiters,10.092,2014
K2-52 b,3387,144 Jupiters,15.93,2016
Kepler-1024 b,3547,14.5 Earths,16.272,2016
K2-63 c,1688,14.5 Earths,12.98,2016
KOI-1257 b,2140,1.45 Jupiters,14.818,2014
HATS-67 b,3132,1.45 Jupiters,13.698,2018
HD 220773 b,165,1.45 Jupiters,7.10831,2011
Kepler-48 c,1001,14.61 Earths,13.174,2012
TOI-564 b,651,1.463 Jupiters,11.097,2020
WASP-12 b,1394,1.465 Jupiters,11.569,2008
EPIC 249893012 c,1048,14.67 Earths,11.429,2020
WASP-50 b,603,1.4688 Jupiters,11.44,2011
Kepler-1358 b,1784,1.46 Earths,14.693,2016
Kepler-1082 b,2412,1.46 Earths,13.444,2016
Kepler-1288 b,2656,1.46 Earths,13.199,2016
Kepler-381 c,872,1.46 Earths,10.47,2014
Kepler-384 b,2922,1.46 Earths,13.734,2014
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-438 b,639,1.46 Earths,15.104,2015
Kepler-756 b,2779,1.46 Earths,15.986,2016
Kepler-285 c,2689,1.46 Earths,15.198,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
LP 791-18 b,86,1.46 Earths,16.91,2019
Kepler-1695 b,2581,1.46 Earths,14.762,2020
GJ 876 e,15,14.6 Earths,10.16,2010
HD 219828 c,238,14.6 Jupiters,8.04,2016
11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-438 b,639,1.46 Earths,15.104,2015
Kepler-756 b,2779,1.46 Earths,15.986,2016
Kepler-285 c,2689,1.46 Earths,15.198,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
LP 791-18 b,86,1.46 Earths,16.91,2019
Kepler-1695 b,2581,1.46 Earths,14.762,2020
GJ 876 e,15,14.6 Earths,10.16,2010
HD 219828 c,238,14.6 Jupiters,8.04,2016
11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-438 b,639,1.46 Earths,15.104,2015
Kepler-756 b,2779,1.46 Earths,15.986,2016
Kepler-285 c,2689,1.46 Earths,15.198,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
LP 791-18 b,86,1.46 Earths,16.91,2019
Kepler-1695 b,2581,1.46 Earths,14.762,2020
GJ 876 e,15,14.6 Earths,10.16,2010
HD 219828 c,238,14.6 Jupiters,8.04,2016
11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-438 b,639,1.46 Earths,15.104,2015
Kepler-756 b,2779,1.46 Earths,15.986,2016
Kepler-285 c,2689,1.46 Earths,15.198,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
LP 791-18 b,86,1.46 Earths,16.91,2019
Kepler-1695 b,2581,1.46 Earths,14.762,2020
GJ 876 e,15,14.6 Earths,10.16,2010
HD 219828 c,238,14.6 Jupiters,8.04,2016
11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-438 b,639,1.46 Earths,15.104,2015
Kepler-756 b,2779,1.46 Earths,15.986,2016
Kepler-285 c,2689,1.46 Earths,15.198,2014
Kepler-334 b,1392,1.46 Earths,12.834,2014
LP 791-18 b,86,1.46 Earths,16.91,2019
Kepler-1695 b,2581,1.46 Earths,14.762,2020
GJ 876 e,15,14.6 Earths,10.16,2010
HD 219828 c,238,14.6 Jupiters,8.04,2016
11 Ursae Minoris b,409,14.74 Jupiters,5.013,2009
Kepler-339 d,2011,14.7 Earths,14.706,2014
Kepler-177 c,4682,14.7 Earths,15.171,2013
Kepler-1442 b,1986,14.7 Earths,12.114,2016
Kepler-874 b,3530,14.7 Earths,14.822,2016
Kepler-247 d,2165,14.7 Earths,15.199,2014
WASP-93 b,1208,1.47 Jupiters,10.966,2016
HATS-23 b,2084,1.47 Jupiters,13.84,2017
HAT-P-53 b,2175,1.484 Jupiters,13.78,2015
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 10442 b,442,1.487 Jupiters,7.828,2014
Kepler-178 d,2336,14.8 Earths,14.876,2014
Kepler-552 b,2752,14.8 Earths,14.476,2016
K2-193 b,1344,14.8 Earths,13.341,2018
K2-263 b,530,14.8 Earths,11.568,2018
HD 86081 b,339,1.48 Jupiters,8.73,2006
HD 27631 b,164,1.494 Jupiters,8.26,2012
Kepler-149 d,1863,14.9 Earths,14.152,2014
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-976 b,3302,14.9 Earths,15.861,2016
Kepler-350 d,3121,14.9 Earths,13.965,2013
HIP 41378 d,347,14.9 Earths,8.93,2016
TrES-2 b,702,1.49 Jupiters,11.254,2006
WASP-103 b,1225,1.49 Jupiters,12.402,2014
HD 132563 b,343,1.49 Jupiters,8.928001,2011
Ross 128 b,11,1.4 Earths,11.12,2017
Kepler-62 d,981,14 Earths,13.965,2013
Kepler-1462 b,3320,14 Earths,15.888,2016
K2-55 b,520,14 Earths,13.519,2016
Kepler-293 c,3179,14 Earths,15.452,2014
K2-19 d,945,14 Earths,13.024,2016
Kepler-232 c,4401,14 Earths,15.565,2014
TOI-1749 c,325,14 Earths,13.86,2021
K2-22 b,795,1.4 Jupiters,15.565,2015
HD 116029 b,402,1.4 Jupiters,7.88,2011
HD 208897 b,220,1.4 Jupiters,6.50821,2017
Ophiuchi 11 b,444,14 Jupiters,18.912,2006
USco CTIO 108 b,470,14 Jupiters,17.4229,2008
HD 158996 b,925,14 Jupiters,5.72291,2018
TYC 8998-760-1 b,309,14 Jupiters,11.124,2020
TOI-519 b,377,14 Jupiters,17.35,2021
HIP 5158 c,168,15.04 Jupiters,10.16,2011
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-169 b,1326,1.51 Earths,14.424,2014
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-369 b,698,1.51 Earths,16.429,2014
Kepler-384 c,2922,1.51 Earths,13.734,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-80 g,1205,1.51 Earths,15.23,2017
Kepler-547 b,1236,15.1 Earths,14.48,2016
Kepler-221 c,1257,15.1 Earths,13.97,2014
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-169 b,1326,1.51 Earths,14.424,2014
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-369 b,698,1.51 Earths,16.429,2014
Kepler-384 c,2922,1.51 Earths,13.734,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-80 g,1205,1.51 Earths,15.23,2017
Kepler-547 b,1236,15.1 Earths,14.48,2016
Kepler-221 c,1257,15.1 Earths,13.97,2014
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-169 b,1326,1.51 Earths,14.424,2014
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-369 b,698,1.51 Earths,16.429,2014
Kepler-384 c,2922,1.51 Earths,13.734,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-80 g,1205,1.51 Earths,15.23,2017
Kepler-547 b,1236,15.1 Earths,14.48,2016
Kepler-221 c,1257,15.1 Earths,13.97,2014
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-169 b,1326,1.51 Earths,14.424,2014
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-369 b,698,1.51 Earths,16.429,2014
Kepler-384 c,2922,1.51 Earths,13.734,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-80 g,1205,1.51 Earths,15.23,2017
Kepler-547 b,1236,15.1 Earths,14.48,2016
Kepler-221 c,1257,15.1 Earths,13.97,2014
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-169 b,1326,1.51 Earths,14.424,2014
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-369 b,698,1.51 Earths,16.429,2014
Kepler-384 c,2922,1.51 Earths,13.734,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-80 g,1205,1.51 Earths,15.23,2017
Kepler-547 b,1236,15.1 Earths,14.48,2016
Kepler-221 c,1257,15.1 Earths,13.97,2014
HD 177565 b,55,15.1 Earths,6.15,2017
Kepler-647 c,3549,15.1 Earths,14.067,2020
WASP-136 b,899,1.51 Jupiters,9.974,2016
Kepler-28 b,1430,1.51 Jupiters,15.13,2011
HD 121504 b,136,1.51 Jupiters,7.54,2003
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 23127 b,306,1.527 Jupiters,8.58,2006
Kepler-25 c,793,15.2 Earths,10.769,2011
Kepler-176 d,1720,15.2 Earths,14.767,2014
Kepler-590 b,4638,15.2 Earths,14.554,2016
HD 177565 b,55,15.1 Earths,6.15,2017
Kepler-647 c,3549,15.1 Earths,14.067,2020
WASP-136 b,899,1.51 Jupiters,9.974,2016
Kepler-28 b,1430,1.51 Jupiters,15.13,2011
HD 121504 b,136,1.51 Jupiters,7.54,2003
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 23127 b,306,1.527 Jupiters,8.58,2006
Kepler-25 c,793,15.2 Earths,10.769,2011
Kepler-176 d,1720,15.2 Earths,14.767,2014
Kepler-590 b,4638,15.2 Earths,14.554,2016
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
Kepler-228 d,5365,15.4 Earths,15.902,2014
K2-24 c,556,15.4 Earths,11.275,2016
TOI-1231 b,90,15.4 Earths,12.36,2021
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 190360 b,52,1.54 Jupiters,5.738,2003
HAT-P-59 b,866,1.54 Jupiters,11.64,2021
HD 5319 b,396,1.556 Jupiters,8.05,2007
Kepler-804 c,2119,1.55 Earths,13.864,2016
Kepler-1456 b,1208,1.55 Earths,15.777,2016
Kepler-1590 b,2515,1.55 Earths,14.186,2016
Kepler-1263 b,2169,1.55 Earths,15.173,2016
Kepler-320 b,2696,1.55 Earths,13.494,2014
Kepler-324 b,1636,1.55 Earths,14.222,2014
Kepler-806 b,1181,1.55 Earths,11.813,2016
Kepler-303 c,684,1.55 Earths,14.917,2014
Kepler-258 b,1879,15.5 Earths,15.49,2014
Kepler-302 b,4575,15.5 Earths,15.694,2014
WASP-65 b,893,1.55 Jupiters,11.869,2013
K2-285 c,505,15.68 Earths,12.075,2018
Kepler-278 b,1445,15.6 Earths,11.811,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-473 b,2955,15.6 Earths,13.548,2016
KOI-94 c,1556,15.6 Earths,12.314,2013
TOI-451 d,404,15.6 Earths,10.939,2020
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 4113 b,137,1.56 Jupiters,7.88,2007
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
TOI-700 d,102,1.57 Earths,13.151,2020
Kepler-278 b,1445,15.6 Earths,11.811,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-473 b,2955,15.6 Earths,13.548,2016
KOI-94 c,1556,15.6 Earths,12.314,2013
TOI-451 d,404,15.6 Earths,10.939,2020
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 4113 b,137,1.56 Jupiters,7.88,2007
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
TOI-700 d,102,1.57 Earths,13.151,2020
Kepler-278 b,1445,15.6 Earths,11.811,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-473 b,2955,15.6 Earths,13.548,2016
KOI-94 c,1556,15.6 Earths,12.314,2013
TOI-451 d,404,15.6 Earths,10.939,2020
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 4113 b,137,1.56 Jupiters,7.88,2007
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
TOI-700 d,102,1.57 Earths,13.151,2020
Kepler-278 b,1445,15.6 Earths,11.811,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-473 b,2955,15.6 Earths,13.548,2016
KOI-94 c,1556,15.6 Earths,12.314,2013
TOI-451 d,404,15.6 Earths,10.939,2020
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 4113 b,137,1.56 Jupiters,7.88,2007
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
TOI-700 d,102,1.57 Earths,13.151,2020
Kepler-278 b,1445,15.6 Earths,11.811,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-473 b,2955,15.6 Earths,13.548,2016
KOI-94 c,1556,15.6 Earths,12.314,2013
TOI-451 d,404,15.6 Earths,10.939,2020
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 4113 b,137,1.56 Jupiters,7.88,2007
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
TOI-700 d,102,1.57 Earths,13.151,2020
Kepler-247 c,2165,15.7 Earths,15.199,2014
WASP-47 c,864,1.57 Jupiters,11.936,2015
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 240237 b,3045,15.89 Jupiters,8.19,2011
TOI-270 b,73,1.58 Earths,12.603,2019
KIC 8540376 b,3498,15.8 Earths,14.411,2015
Kepler-815 b,4108,15.8 Earths,13.438,2016
GJ 581 b,21,15.8 Earths,10.57,2005
WASP-5 b,1008,1.58 Jupiters,12.147,2008
HD 200964 b,237,1.599 Jupiters,6.48605,2010
TOI-561 b,280,1.59 Earths,10.252,2020
HD 77338 b,150,15.9 Earths,8.63,2012
HATS-40 b,4379,1.59 Jupiters,13.478,2018
OGLE-2017-BLG-1140L b,,1.59 Jupiters,,2018
TOI-178 b,205,1.5 Earths,11.955,2021
K2-32 b,514,15 Earths,12.304,2016
KOI-1783.02,2824,15 Earths,13.978,2020
TOI-1749 d,325,15 Earths,13.86,2021
MOA-2010-BLG-477L b,7503,1.5 Jupiters,,2012
HD 188015 b,165,1.5 Jupiters,8.24,2004
Omicron Coronae Borealis b,277,1.5 Jupiters,5.5052,2012
HD 331093 b,164,1.5 Jupiters,8.38,2021
USco1556 b,459,15 Jupiters,15.36,2019
HD 68988 c,198,15 Jupiters,8.2,2021
Kepler-131 b,746,16.13 Earths,11.493,2014
HD 164595 b,92,16.14 Earths,7.08597,2015
HD 4917 b,666,1.615 Jupiters,8.03,2018
HD 219134 d,21,16.17 Earths,5.56911,2015
Kepler-421 b,1137,16.1 Earths,13.611,2014
Kepler-315 c,3786,16.1 Earths,15.546,2014
HD 100655 b,447,1.61 Jupiters,6.4421,2011
HD 134987 b,85,1.61 Jupiters,6.47,1999
HD 221585 b,182,1.61 Jupiters,7.457,2016
GJ 2056 b,93,16.2 Earths,10.37,2020
WASP-106 b,1149,1.62 Jupiters,11.21,2014
WASP-53 c,657,16.35 Jupiters,12.591,2017
HD 50499 b,151,1.636 Jupiters,7.21,2005
K2-138 f,661,1.63 Earths,12.246,2017
Kepler-1326 b,2278,16.3 Earths,12.842,2016
Kepler-276 d,3735,16.3 Earths,15.481,2013
HD 100655 b,447,1.61 Jupiters,6.4421,2011
HD 134987 b,85,1.61 Jupiters,6.47,1999
HD 221585 b,182,1.61 Jupiters,7.457,2016
GJ 2056 b,93,16.2 Earths,10.37,2020
WASP-106 b,1149,1.62 Jupiters,11.21,2014
WASP-53 c,657,16.35 Jupiters,12.591,2017
HD 50499 b,151,1.636 Jupiters,7.21,2005
K2-138 f,661,1.63 Earths,12.246,2017
Kepler-1326 b,2278,16.3 Earths,12.842,2016
Kepler-276 d,3735,16.3 Earths,15.481,2013
HD 100655 b,447,1.61 Jupiters,6.4421,2011
HD 134987 b,85,1.61 Jupiters,6.47,1999
HD 221585 b,182,1.61 Jupiters,7.457,2016
GJ 2056 b,93,16.2 Earths,10.37,2020
WASP-106 b,1149,1.62 Jupiters,11.21,2014
WASP-53 c,657,16.35 Jupiters,12.591,2017
HD 50499 b,151,1.636 Jupiters,7.21,2005
K2-138 f,661,1.63 Earths,12.246,2017
Kepler-1326 b,2278,16.3 Earths,12.842,2016
Kepler-276 d,3735,16.3 Earths,15.481,2013
Kepler-610 b,2759,16.3 Earths,14.816,2016
K2-198 b,361,16.3 Earths,10.971,2018
TOI-421 c,244,16.42 Earths,9.931,2020
GJ 317 c,50,1.64396 Jupiters,12.4,2018
HD 190007 b,41,16.46 Earths,7.46,2020
GJ 1061 d,12,1.64 Earths,12.7,2020
Kepler-18 d,1413,16.4 Earths,13.771,2011
Kepler-458 c,5202,16.4 Earths,14.027,2016
47 Ursae Majoris d,45,1.64 Jupiters,5.03352,2009
GJ 4276 b,70,16.57 Earths,12.903,2019
Kepler-610 b,2759,16.3 Earths,14.816,2016
K2-198 b,361,16.3 Earths,10.971,2018
TOI-421 c,244,16.42 Earths,9.931,2020
GJ 317 c,50,1.64396 Jupiters,12.4,2018
HD 190007 b,41,16.46 Earths,7.46,2020
GJ 1061 d,12,1.64 Earths,12.7,2020
Kepler-18 d,1413,16.4 Earths,13.771,2011
Kepler-458 c,5202,16.4 Earths,14.027,2016
47 Ursae Majoris d,45,1.64 Jupiters,5.03352,2009
GJ 4276 b,70,16.57 Earths,12.903,2019
Kepler-135 c,2028,1.65 Earths,12.794,2014
Kepler-1541 b,1359,1.65 Earths,13.944,2016
